address,avg_rating,business_hours,category,covid_services,covid_update_time,covid_updates_text,cuisine,location,num_reviews,phone_num,price_range,recent_reviews,restaurant_name,url
"108 E 4th St, New York, NY 10003",4.5,"{'Mon': 'Closed', 'Tue': '5:30 pm - 10:00 pm', 'Wed': '5:30 pm - 10:00 pm', 'Thu': '5:30 pm - 10:00 pm', 'Fri': '5:30 pm - 10:00 pm', 'Sat': '5:30 pm - 10:00 pm', 'Sun': '5:30 pm - 10:00 pm'}","Japanese,Comfort Food,Tapas/Small Plates","{'Outdoor seating': True, 'Delivery': True, 'Takeout': True, 'Sit-down dining': True, 'Curbside pickup': True, 'Staff wears masks': True, 'Hand sanitizer provided': True, 'Sanitizing between customers': True, 'Social distancing enforced': True}",Powered by HDScores,Elite '2020,japanese,"New York, NY",553,(212) 614-3006,$$,"[('2 star rating', '7/21/2020'), ('4 star rating', '7/15/2020'), ('5 star rating', '6/22/2020'), ('5 star rating', '6/21/2020'), ('5 star rating', '4/26/2020'), ('5 star rating', '4/18/2020'), ('5 star rating', '5/1/2018'), ('5 star rating', '3/11/2020'), ('4 star rating', '3/7/2020'), ('5 star rating', '3/1/2020'), ('5 star rating', '2/29/2020'), ('4 star rating', '2/27/2020'), ('5 star rating', '2/22/2020'), ('5 star rating', '2/15/2020'), ('5 star rating', '2/9/2020'), ('4 star rating', '2/1/2020'), ('5 star rating', '1/31/2020'), ('5 star rating', '1/29/2020'), ('5 star rating', '1/19/2020'), ('5 star rating', '1/17/2020')]",Benemon,https://www.yelp.com/biz/benemon-new-york?osq=japanese&sort_by=date_desc
"137 Rivington St, New York, NY 10002",4.5,"{'Mon': 'Closed', 'Tue': '12:00 pm - 9:00 pm', 'Wed': '12:00 pm - 9:00 pm', 'Thu': '12:00 pm - 9:00 pm', 'Fri': '12:00 pm - 10:00 pm', 'Sat': '12:00 pm - 10:00 pm', 'Sun': '12:00 pm - 9:00 pm'}","Comfort Food,Japanese Curry,Sandwiches","{'Delivery': True, 'Takeout': True, 'Curbside pickup': False}",Powered by HDScores,Thu,japanese,"New York, NY",59,(917) 388-3924,$$,"[('5 star rating', '7/21/2020'), ('5 star rating', '7/14/2020'), ('5 star rating', '7/13/2020'), ('5 star rating', '7/6/2020'), ('5 star rating', '7/3/2020'), ('5 star rating', '5/17/2020'), ('5 star rating', '5/16/2020'), ('4 star rating', '4/27/2020'), ('1 star rating', '3/23/2020'), ('1 star rating', '3/15/2020'), ('5 star rating', '3/13/2020'), ('5 star rating', '2/22/2020'), ('5 star rating', '2/13/2020'), ('4 star rating', '2/13/2020'), ('4 star rating', '2/9/2020'), ('5 star rating', '2/9/2020'), ('5 star rating', '2/8/2020'), ('5 star rating', '2/4/2020'), ('1 star rating', '2/3/2020'), ('4 star rating', '2/2/2020')]",Otaku Katsu,https://www.yelp.com/biz/otaku-katsu-new-york-2?osq=japanese&sort_by=date_desc
"48 Macdougal St, New York, NY 10012",4.5,"{'Mon': 'Closed', 'Tue': '12:00 pm - 9:00 pm', 'Wed': '12:00 pm - 9:00 pm', 'Thu': '12:00 pm - 9:00 pm', 'Fri': '12:00 pm - 9:30 pm', 'Sat': '12:00 pm - 9:30 pm', 'Sun': '12:00 pm - 9:00 pm'}","Japanese,Noodles","{'Outdoor seating': True, 'Delivery': True, 'Takeout': True, 'Sit-down dining': True, 'Curbside pickup': True, 'Contactless payments': True, 'Masks required': True, 'Staff wears gloves': True, 'Staff wears masks': True, 'Limited capacity': True, 'Hand sanitizer provided': True, 'Sanitizing between customers': True, 'Social distancing enforced': True, 'Temperature checks': True}",Powered by HDScores,Mon,japanese,"New York, NY",388,(212) 989-4797,$$,"[('5 star rating', '6/22/2020'), ('5 star rating', '6/17/2020'), ('5 star rating', '6/13/2020'), ('5 star rating', '5/24/2020'), ('4 star rating', '5/6/2020'), ('3 star rating', '4/25/2020'), ('5 star rating', '4/16/2020'), ('4 star rating', '3/15/2020'), ('4 star rating', '3/14/2020'), ('5 star rating', '3/13/2020'), ('5 star rating', '3/10/2020'), ('5 star rating', '3/8/2020'), ('4 star rating', '3/7/2020'), ('5 star rating', '3/6/2020'), ('4 star rating', '3/4/2020'), ('5 star rating', '3/3/2020'), ('5 star rating', '3/1/2020'), ('5 star rating', '2/28/2020'), ('5 star rating', '2/26/2020')]",Raku,https://www.yelp.com/biz/raku-new-york-6?osq=japanese&sort_by=date_desc
"541 Myrtle Ave, Ste B, Brooklyn, NY 11205",4.5,"{'Mon': 'Closed', 'Tue': '11:30 am - 9:00 pm', 'Wed': '11:30 am - 9:00 pm', 'Thu': '11:30 am - 9:00 pm', 'Fri': '11:30 am - 9:00 pm', 'Sat': '11:30 am - 9:00 pm', 'Sun': '11:30 am - 9:00 pm'}","Sushi Bars,Japanese","{'Delivery': True, 'Takeout': True, 'Curbside pickup': False}",Powered by HDScores,Elite '2020,japanese,"New York, NY",129,(718) 857-0222,$$,"[('3 star rating', '5/3/2020'), ('5 star rating', '3/18/2020'), ('1 star rating', '12/28/2019'), ('1 star rating', '12/21/2019'), ('5 star rating', '12/14/2019'), ('3 star rating', '11/23/2019'), ('5 star rating', '11/18/2019'), ('5 star rating', '10/22/2019'), ('5 star rating', '10/16/2019'), ('5 star rating', '10/12/2019'), ('5 star rating', '8/1/2019'), ('5 star rating', '8/11/2019'), ('5 star rating', '7/30/2019'), ('1 star rating', '7/12/2019'), ('4 star rating', '7/10/2019'), ('3 star rating', '7/7/2019'), ('5 star rating', '6/30/2019'), ('4 star rating', '6/29/2019'), ('2 star rating', '6/12/2019'), ('5 star rating', '6/7/2019'), ('5 star rating', '5/27/2019')]",U-gu,https://www.yelp.com/biz/u-gu-brooklyn-4?osq=japanese&sort_by=date_desc
"440 Bergen St, Brooklyn, NY 11217",4.0,"{'Mon': '11:30 am - 10:00 pm', 'Tue': '11:30 am - 10:00 pm', 'Wed': '11:30 am - 10:00 pm', 'Thu': '11:30 am - 10:00 pm', 'Fri': '11:30 am - 10:00 pm', 'Sat': '11:30 am - 10:00 pm', 'Sun': '11:30 am - 10:00 pm'}",Japanese,"{'Delivery': True, 'Takeout': True}",Powered by HDScores,Elite '2020,japanese,"New York, NY",206,(347) 725-3550,$$,"[('4 star rating', '7/20/2020'), ('5 star rating', '7/12/2020'), ('1 star rating', '7/4/2020'), ('5 star rating', '6/8/2020'), ('4 star rating', '4/25/2020'), ('4 star rating', '4/22/2020'), ('5 star rating', '4/18/2020'), ('5 star rating', '3/28/2020'), ('5 star rating', '3/21/2020'), ('5 star rating', '3/4/2020'), ('5 star rating', '3/1/2020'), ('3 star rating', '2/21/2020'), ('5 star rating', '2/21/2020'), ('1 star rating', '12/31/2019'), ('4 star rating', '12/19/2019'), ('4 star rating', '12/19/2019'), ('4 star rating', '9/17/2019'), ('1 star rating', '12/15/2019'), ('4 star rating', '11/18/2019'), ('5 star rating', '11/9/2019')]",Wasan Brooklyn,https://www.yelp.com/biz/wasan-brooklyn-brooklyn?osq=japanese&sort_by=date_desc
"151 Rivington St, Fl 1, New York, NY 10002",4.5,"{'Mon': '6:00 pm - 11:00 pm', 'Tue': '6:00 pm - 11:00 pm', 'Wed': '6:00 pm - 11:00 pm', 'Thu': '6:00 pm - 11:00 pm', 'Fri': '6:00 pm - 12:00 am', 'Sat': '6:00 pm - 12:00 am', 'Sun': 'Closed'}","Bars,Izakaya","{'Delivery': False, 'Takeout': False, 'Curbside pickup': False}",Powered by HDScores,Elite '2020,japanese,"New York, NY",232,(212) 777-7253,$$$,"[('5 star rating', '6/15/2020'), ('5 star rating', '3/10/2020'), ('5 star rating', '3/8/2020'), ('5 star rating', '2/27/2020'), ('3 star rating', '2/25/2020'), ('5 star rating', '2/22/2020'), ('3 star rating', '1/31/2020'), ('5 star rating', '1/30/2020'), ('5 star rating', '1/29/2020'), ('4 star rating', '1/26/2020'), ('4 star rating', '12/25/2019'), ('4 star rating', '11/10/2019'), ('4 star rating', '11/3/2019'), ('5 star rating', '11/2/2019'), ('5 star rating', '10/5/2019'), ('4 star rating', '9/28/2019'), ('5 star rating', '8/21/2013'), ('4 star rating', '8/25/2019'), ('5 star rating', '8/24/2019'), ('5 star rating', '8/4/2019')]",Yopparai,https://www.yelp.com/biz/yopparai-new-york?osq=japanese&sort_by=date_desc
"612 Amsterdam Ave, Bet. West 89 St and West 90 St, New York, NY 10024",4.0,"{'Mon': '12:00 pm - 10:30 pm', 'Tue': '12:00 pm - 10:30 pm', 'Wed': '12:00 pm - 10:30 pm', 'Thu': '12:00 pm - 10:30 pm', 'Fri': '12:00 pm - 10:30 pm', 'Sat': '12:00 pm - 10:30 pm', 'Sun': '12:00 pm - 10:30 pm'}","Japanese,Sushi Bars","{'Delivery': True, 'Takeout': True}",Powered by HDScores,Elite '2020,japanese,"New York, NY",210,(212) 877-0033,$$,"[('5 star rating', '7/12/2020'), ('5 star rating', '6/27/2020'), ('1 star rating', '5/21/2020'), ('5 star rating', '3/28/2020'), ('4 star rating', '3/28/2020'), ('5 star rating', '3/11/2020'), ('3 star rating', '3/11/2020'), ('5 star rating', '2/27/2020'), ('5 star rating', '2/27/2020'), ('5 star rating', '1/19/2019'), ('5 star rating', '2/22/2020'), ('5 star rating', '2/20/2020'), ('5 star rating', '2/14/2020'), ('3 star rating', '2/2/2020'), ('3 star rating', '1/13/2020'), ('5 star rating', '1/3/2020'), ('5 star rating', '12/14/2019'), ('5 star rating', '12/3/2019'), ('1 star rating', '11/12/2019'), ('1 star rating', '11/5/2019')]",Mido Japanese,https://www.yelp.com/biz/mido-japanese-new-york-3?osq=japanese&sort_by=date_desc
"401 E 13th St, New York, NY 10009",4.0,"{'Mon': '11:00 am - 3:00 am', 'Tue': '11:00 am - 3:00 am', 'Wed': '11:00 am - 3:00 am', 'Thu': '11:00 am - 3:00 am', 'Fri': '11:00 am - 3:00 am', 'Sat': '11:00 am - 3:00 am', 'Sun': '11:00 am - 2:00 am'}","Japanese,Steakhouses","{'Delivery': True, 'Takeout': True}",Powered by HDScores,Elite '2020,japanese,"New York, NY",209,(646) 368-9755,$$,"[('4 star rating', '4/20/2020'), ('3 star rating', '4/1/2020'), ('5 star rating', '4/1/2020'), ('5 star rating', '3/17/2020'), ('5 star rating', '3/11/2020'), ('5 star rating', '3/9/2020'), ('4 star rating', '2/29/2020'), ('4 star rating', '1/5/2020'), ('4 star rating', '12/21/2019'), ('5 star rating', '12/4/2019'), ('2 star rating', '10/31/2019'), ('5 star rating', '9/29/2019'), ('4 star rating', '9/25/2019'), ('1 star rating', '8/18/2019'), ('3 star rating', '8/18/2019'), ('4 star rating', '8/8/2019'), ('4 star rating', '8/5/2019'), ('4 star rating', '7/23/2019'), ('4 star rating', '6/23/2019')]",Ichibantei,https://www.yelp.com/biz/ichibantei-new-york?osq=japanese&sort_by=date_desc
"140 W Houston St, New York, NY 10012",4.5,"{'Mon': 'Closed', 'Tue': '5:00 pm - 10:00 pm', 'Wed': '5:00 pm - 10:00 pm', 'Thu': '5:00 pm - 10:00 pm', 'Fri': '5:00 pm - 10:00 pm', 'Sat': '5:00 pm - 10:00 pm', 'Sun': '5:00 pm - 10:00 pm'}","Japanese,Sushi Bars","{'Outdoor seating': True, 'Delivery': True, 'Takeout': True, 'Sit-down dining': True, 'Curbside pickup': False, 'Staff wears gloves': True, 'Staff wears masks': True, 'Hand sanitizer provided': True, 'Sanitizing between customers': True, 'Social distancing enforced': True, 'Temperature checks': True}","Posted on July 9, 2020","""DOMODOMO New York Open For outdoor dining as well as takeout/delivery! 
*Ordering directly through our website is appreciated!

Tue-Sun _ 5PM to 10PM, Mon _ Closed""",japanese,"New York, NY",1102,(646) 707-0301,$$$,"[('5 star rating', '7/19/2020'), ('5 star rating', '7/19/2020'), ('5 star rating', '6/1/2019'), ('5 star rating', '7/15/2020'), ('4 star rating', '7/5/2020'), ('5 star rating', '7/2/2020'), ('1 star rating', '7/2/2020'), ('4 star rating', '6/18/2020'), ('4 star rating', '6/9/2020'), ('3 star rating', '5/22/2020'), ('5 star rating', '3/31/2020'), ('5 star rating', '3/27/2020'), ('5 star rating', '3/26/2020'), ('5 star rating', '3/23/2020'), ('3 star rating', '3/19/2020'), ('3 star rating', '3/18/2020'), ('4 star rating', '3/14/2020'), ('5 star rating', '3/10/2020'), ('4 star rating', '3/10/2020'), ('3 star rating', '3/9/2020')]",DOMODOMO,https://www.yelp.com/biz/domodomo-new-york-4?osq=japanese&sort_by=date_desc
"251 W 72nd St, New York, NY 10023",4.0,"{'Mon': '12:00 pm - 3:00 pm', 'Tue': '12:00 pm - 3:00 pm', 'Wed': '12:00 pm - 3:00 pm', 'Thu': '12:00 pm - 3:00 pm', 'Fri': '12:00 pm - 3:00 pm', 'Sat': '12:00 pm - 3:00 pm', 'Sun': '12:00 pm - 3:00 pm'}","Japanese,Sushi Bars","{'Delivery': True, 'Takeout': True}","Posted on May 29, 2020","""We are open for delivery and take out via our website or by phone 212-496-8460. Operating hours LUNCH 12:00-3:00, Dinner 5:00-8:30 on Tuesday  through Sunday. Closed on Monday. Stay safe and well !""",japanese,"New York, NY",1755,(212) 496-8460,$$,"[('5 star rating', '7/4/2020'), ('5 star rating', '6/25/2020'), ('5 star rating', '10/30/2019'), ('5 star rating', '6/22/2020'), ('5 star rating', '5/28/2020'), ('5 star rating', '5/2/2020'), ('5 star rating', '3/30/2020'), ('1 star rating', '3/14/2020'), ('4 star rating', '3/8/2020'), ('5 star rating', '3/8/2020'), ('5 star rating', '2/27/2020'), ('5 star rating', '2/24/2020'), ('5 star rating', '2/23/2020'), ('2 star rating', '2/20/2020'), ('3 star rating', '2/18/2020'), ('5 star rating', '10/14/2018'), ('5 star rating', '2/18/2020'), ('4 star rating', '2/18/2020'), ('4 star rating', '2/18/2020'), ('4 star rating', '2/17/2020'), ('5 star rating', '2/16/2020')]",Sushi Yasaka,https://www.yelp.com/biz/sushi-yasaka-new-york?osq=japanese&sort_by=date_desc
