address,avg_rating,business_hours,category,covid_services,covid_update_time,covid_updates_text,cuisine,location,num_reviews,phone_num,price_range,recent_reviews,restaurant_name,url
"511 Irving St, San Francisco, CA 94122",4.0,"{'Mon': 'Closed', 'Tue': '12:30 pm - 8:00 pm', 'Wed': '12:30 pm - 8:00 pm', 'Thu': '12:30 pm - 8:00 pm', 'Fri': '12:30 pm - 8:00 pm', 'Sat': '12:30 pm - 8:00 pm', 'Sun': '12:30 pm - 8:00 pm'}","Persian/Iranian,Wine Bars,Mediterranean","{'Delivery': True, 'Takeout': True, 'Curbside pickup': True}",By Payal B.,Elite '2020,mediterranean,"San Francisco, CA",1360,(415) 664-5555,$$,"[('5 star rating', '7/22/2020'), ('3 star rating', '7/19/2020'), ('5 star rating', '7/10/2020'), ('5 star rating', '7/6/2020'), ('4 star rating', '1/22/2015'), ('5 star rating', '6/28/2020'), ('5 star rating', '6/23/2020'), ('5 star rating', '6/23/2020'), ('5 star rating', '6/21/2020'), ('5 star rating', '6/14/2020'), ('5 star rating', '6/9/2020'), ('5 star rating', '6/6/2020'), ('5 star rating', '5/27/2020'), ('5 star rating', '5/18/2020'), ('5 star rating', '5/12/2020'), ('5 star rating', '5/11/2020'), ('5 star rating', '4/19/2020'), ('1 star rating', '4/12/2020'), ('4 star rating', '4/10/2020'), ('4 star rating', '4/7/2020')]",Lavash,https://www.yelp.com/biz/lavash-san-francisco-2?osq=mediterranean&sort_by=date_desc
"2001 Fillmore St, San Francisco, CA 94115",3.5,"{'Mon': 'Closed', 'Tue': 'Closed', 'Wed': '11:00 am - 6:00 pm', 'Thu': '11:00 am - 6:00 pm', 'Fri': '11:00 am - 8:00 pm', 'Sat': '11:00 am - 8:00 pm', 'Sun': 'Closed'}",Mediterranean,"{'Delivery': True, 'Takeout': True}",Powered by HDScores,Elite '2020,mediterranean,"San Francisco, CA",336,(415) 231-5985,$$,"[('5 star rating', '7/23/2020'), ('2 star rating', '7/22/2020'), ('4 star rating', '7/20/2020'), ('1 star rating', '7/11/2020'), ('1 star rating', '7/6/2020'), ('4 star rating', '7/1/2020'), ('4 star rating', '4/1/2020'), ('2 star rating', '6/13/2020'), ('4 star rating', '6/9/2020'), ('5 star rating', '5/31/2020'), ('5 star rating', '5/24/2020'), ('5 star rating', '5/15/2020'), ('5 star rating', '5/2/2020'), ('4 star rating', '11/14/2019'), ('4 star rating', '5/1/2020'), ('5 star rating', '4/7/2020'), ('4 star rating', '8/30/2019'), ('4 star rating', '3/29/2020'), ('1 star rating', '3/15/2020'), ('1 star rating', '3/14/2020'), ('1 star rating', '3/12/2020'), ('1 star rating', '3/10/2020')]",Noosh,https://www.yelp.com/biz/noosh-san-francisco?osq=mediterranean&sort_by=date_desc
"561 Columbus Ave, San Francisco, CA 94133",4.0,"{'Mon': '10:30 am - 10:00 pm', 'Tue': '10:30 am - 10:00 pm', 'Wed': '10:30 am - 10:00 pm', 'Thu': '10:30 am - 10:00 pm', 'Fri': '10:30 am - 11:00 pm', 'Sat': '10:30 am - 11:00 pm', 'Sun': '10:30 am - 10:00 pm'}","Mediterranean,Greek,Turkish","{'Outdoor seating': True, 'Delivery': True, 'Takeout': True, 'Sit-down dining': True, 'Curbside pickup': True, 'Contactless payments': True, 'Masks required': True, 'Staff wears masks': True, 'Hand sanitizer provided': True, 'Social distancing enforced': True}","Posted on May 22, 2020","""Order at window curbside pickup""",mediterranean,"San Francisco, CA",369,(415) 655-9649,$$,"[('4 star rating', '7/19/2020'), ('5 star rating', '7/7/2020'), ('1 star rating', '7/3/2020'), ('4 star rating', '6/25/2020'), ('1 star rating', '6/14/2020'), ('5 star rating', '6/4/2020'), ('5 star rating', '5/29/2020'), ('3 star rating', '5/27/2020'), ('1 star rating', '11/5/2016'), ('5 star rating', '5/24/2020'), ('5 star rating', '5/9/2020'), ('5 star rating', '5/7/2020'), ('5 star rating', '5/2/2020'), ('5 star rating', '4/20/2020'), ('5 star rating', '3/31/2020'), ('4 star rating', '3/8/2020'), ('4 star rating', '2/28/2020'), ('5 star rating', '2/25/2020'), ('5 star rating', '2/22/2020'), ('1 star rating', '2/1/2020')]",North Beach Gyros,https://www.yelp.com/biz/north-beach-gyros-san-francisco?osq=mediterranean&sort_by=date_desc
"2115 Irving St, San Francisco, CA 94122",4.0,"{'Mon': '9:00 am - 7:30 pm', 'Tue': '9:00 am - 7:30 pm', 'Wed': '9:00 am - 7:30 pm', 'Thu': '9:00 am - 7:30 pm', 'Fri': '9:00 am - 7:30 pm', 'Sat': '9:00 am - 7:30 pm', 'Sun': '9:00 am - 7:30 pm'}","Delis,Mediterranean,Middle Eastern","{'Delivery': True, 'Takeout': True}","Posted on April 9, 2020","""Free Delivery during Shelter-In-Place, please call (415) 664-8210.""",mediterranean,"San Francisco, CA",548,(415) 664-8210,$$,"[('4 star rating', '7/18/2020'), ('5 star rating', '6/24/2020'), ('2 star rating', '5/31/2020'), ('5 star rating', '5/23/2020'), ('5 star rating', '5/18/2020'), ('5 star rating', '5/9/2020'), ('5 star rating', '4/30/2020'), ('1 star rating', '4/24/2020'), ('5 star rating', '4/15/2020'), ('5 star rating', '3/16/2020'), ('5 star rating', '3/11/2020'), ('4 star rating', '3/6/2020'), ('5 star rating', '2/23/2020'), ('1 star rating', '2/3/2020'), ('5 star rating', '2/1/2020'), ('5 star rating', '1/27/2020'), ('5 star rating', '1/27/2020'), ('1 star rating', '1/27/2020'), ('1 star rating', '1/22/2020')]",Sunrise Deli,https://www.yelp.com/biz/sunrise-deli-san-francisco-6?osq=mediterranean&sort_by=date_desc
"138 Church St, San Francisco, CA 94114",4.5,"{'Mon': 'Closed', 'Tue': 'Closed', 'Wed': '4:00 pm - 8:00 pm', 'Thu': '4:00 pm - 8:00 pm', 'Fri': '4:00 pm - 8:00 pm', 'Sat': '4:00 pm - 8:00 pm', 'Sun': '4:00 pm - 8:00 pm'}","Arabian,Mediterranean,Lebanese",{'Takeout': True},Powered by HDScores,Elite '2020,mediterranean,"San Francisco, CA",340,(415) 703-0270,$$,"[('5 star rating', '7/23/2020'), ('4 star rating', '7/18/2020'), ('5 star rating', '7/17/2020'), ('5 star rating', '7/17/2020'), ('5 star rating', '7/4/2020'), ('5 star rating', '7/2/2020'), ('1 star rating', '6/20/2020'), ('1 star rating', '6/8/2020'), ('5 star rating', '6/19/2020'), ('1 star rating', '6/17/2020'), ('5 star rating', '6/14/2020'), ('5 star rating', '6/13/2020'), ('5 star rating', '6/13/2020'), ('5 star rating', '6/10/2020'), ('4 star rating', '6/8/2020'), ('5 star rating', '5/3/2020'), ('5 star rating', '4/25/2020'), ('1 star rating', '4/19/2020'), ('5 star rating', '4/13/2020'), ('5 star rating', '2/14/2020'), ('5 star rating', '4/11/2020')]",Beit Rima,https://www.yelp.com/biz/beit-rima-san-francisco-3?osq=mediterranean&sort_by=date_desc
"517 Hayes St, San Francisco, CA 94102",4.0,"{'Mon': '11:00 am - 10:00 pm', 'Tue': '11:00 am - 10:00 pm', 'Wed': '11:00 am - 10:00 pm', 'Thu': '11:00 am - 10:00 pm', 'Fri': '11:00 am - 10:00 pm', 'Sat': '11:00 am - 10:00 pm', 'Sun': '11:00 am - 10:00 pm'}","Greek,Mediterranean","{'Delivery': True, 'Takeout': True}",Powered by HDScores,Elite '2020,mediterranean,"San Francisco, CA",1373,(415) 400-5458,$$,"[('5 star rating', '7/23/2020'), ('4 star rating', '7/19/2020'), ('5 star rating', '7/16/2020'), ('1 star rating', '7/15/2020'), ('1 star rating', '7/15/2020'), ('1 star rating', '7/12/2020'), ('4 star rating', '7/9/2020'), ('1 star rating', '7/4/2020'), ('3 star rating', '6/22/2020'), ('4 star rating', '5/25/2020'), ('5 star rating', '5/20/2020'), ('5 star rating', '2/11/2019'), ('5 star rating', '5/16/2020'), ('4 star rating', '5/15/2020'), ('5 star rating', '4/2/2020'), ('3 star rating', '3/28/2020'), ('5 star rating', '3/17/2020'), ('4 star rating', '3/14/2020'), ('5 star rating', '3/13/2020'), ('3 star rating', '3/9/2020')]",Souvla,https://www.yelp.com/biz/souvla-san-francisco?osq=mediterranean&sort_by=date_desc
"470 Green St, San Francisco, CA 94133",4.0,"{'Mon': '12:00 pm - 10:30 pm', 'Tue': '12:00 pm - 10:30 pm', 'Wed': '12:00 pm - 10:30 pm', 'Thu': '12:00 pm - 10:30 pm', 'Fri': '12:00 pm - 11:00 pm', 'Sat': '12:00 pm - 11:00 pm', 'Sun': '12:00 pm - 10:00 pm'}","Middle Eastern,Persian/Iranian","{'Delivery': True, 'Takeout': True}",Powered by HDScores,Elite '2020,mediterranean,"San Francisco, CA",878,(415) 362-8286,$$,"[('5 star rating', '7/18/2020'), ('3 star rating', '7/10/2020'), ('1 star rating', '7/5/2020'), ('1 star rating', '7/4/2020'), ('4 star rating', '6/28/2020'), ('5 star rating', '6/25/2020'), ('5 star rating', '6/21/2020'), ('2 star rating', '6/14/2020'), ('5 star rating', '6/11/2020'), ('5 star rating', '6/2/2020'), ('4 star rating', '5/24/2020'), ('5 star rating', '5/31/2020'), ('4 star rating', '5/23/2020'), ('5 star rating', '5/12/2020'), ('4 star rating', '4/22/2020'), ('5 star rating', '3/30/2020'), ('5 star rating', '3/28/2020'), ('5 star rating', '3/28/2020'), ('2 star rating', '3/1/2020'), ('5 star rating', '2/25/2020')]",Maykadeh,https://www.yelp.com/biz/maykadeh-san-francisco?osq=mediterranean&sort_by=date_desc
"1750 Cesar Chavez, Unit D, San Francisco, CA 94124",5.0,{},"Mediterranean,Food Delivery Services,Caterers",{'Delivery': True},By Alberto G.,,mediterranean,"San Francisco, CA",16,(415) 562-4030,,"[('5 star rating', '7/23/2020'), ('5 star rating', '7/18/2020'), ('5 star rating', '7/17/2020'), ('5 star rating', '7/17/2020'), ('2 star rating', '7/14/2020'), ('5 star rating', '7/13/2020'), ('5 star rating', '7/12/2020'), ('5 star rating', '7/12/2020'), ('5 star rating', '7/8/2020'), ('5 star rating', '6/30/2020'), ('5 star rating', '6/30/2020'), ('5 star rating', '6/25/2020'), ('5 star rating', '6/17/2020'), ('5 star rating', '6/2/2020'), ('5 star rating', '5/29/2020')]",Za'atar,https://www.yelp.com/biz/zaatar-san-francisco?osq=mediterranean&sort_by=date_desc
,,{},,{},,,mediterranean,"San Francisco, CA",0,,,,,https://www.yelp.com/biz/sumac-san-francisco-4?osq=mediterranean&sort_by=date_desc
"1429 San Mateo Ave, South San Francisco, CA 94080",4.0,"{'Mon': '10:30 am - 8:00 pm', 'Tue': '10:30 am - 8:00 pm', 'Wed': '10:30 am - 8:00 pm', 'Thu': '10:30 am - 8:00 pm', 'Fri': '10:30 am - 9:00 pm', 'Sat': 'Closed', 'Sun': 'Closed'}","Mediterranean,Middle Eastern","{'Delivery': True, 'Takeout': True, 'Curbside pickup': True}",Powered by HDScores,Elite '2020,mediterranean,"San Francisco, CA",328,(650) 871-2221,$$,"[('4 star rating', '7/23/2020'), ('5 star rating', '3/9/2020'), ('4 star rating', '2/24/2020'), ('5 star rating', '2/5/2020'), ('3 star rating', '1/6/2020'), ('5 star rating', '12/28/2019'), ('4 star rating', '11/12/2019'), ('1 star rating', '8/15/2019'), ('1 star rating', '7/1/2019'), ('2 star rating', '6/17/2019'), ('4 star rating', '6/15/2019'), ('4 star rating', '6/7/2019'), ('4 star rating', '5/30/2019'), ('5 star rating', '5/6/2019'), ('3 star rating', '5/6/2019'), ('5 star rating', '4/27/2019'), ('5 star rating', '4/10/2019'), ('1 star rating', '3/13/2019'), ('2 star rating', '3/20/2017'), ('1 star rating', '2/26/2019')]",Ali Baba,https://www.yelp.com/biz/ali-baba-south-san-francisco-2?osq=mediterranean&sort_by=date_desc
