address,avg_rating,business_hours,category,covid_services,covid_update_time,covid_updates_text,cuisine,location,num_reviews,phone_num,price_range,recent_reviews,restaurant_name,url
"13000 N Ih 35, Ste 102, Austin, TX 78753",3.5,"{'Mon': '11:00 am - 9:00 pm', 'Tue': '11:00 am - 9:00 pm', 'Wed': '11:00 am - 9:00 pm', 'Thu': '11:00 am - 9:00 pm', 'Fri': '11:00 am - 9:30 pm', 'Sat': '11:00 am - 9:30 pm', 'Sun': '11:00 am - 9:00 pm'}","Vietnamese,Chinese,Soup","{'Delivery': True, 'Takeout': True}",Powered by HDScores,Elite '2020,japanese,"Austin, TX",113,(512) 339-1688,$,"[('5 star rating', '7/6/2020'), ('1 star rating', '5/5/2020'), ('5 star rating', '3/24/2020'), ('5 star rating', '2/6/2020'), ('5 star rating', '10/25/2019'), ('5 star rating', '10/4/2019'), ('1 star rating', '7/23/2019'), ('5 star rating', '7/17/2019'), ('2 star rating', '5/9/2019'), ('5 star rating', '3/2/2019'), ('5 star rating', '3/2/2019'), ('5 star rating', '2/13/2019'), ('5 star rating', '1/12/2019'), ('3 star rating', '11/30/2018'), ('1 star rating', '11/1/2018'), ('3 star rating', '10/30/2018'), ('5 star rating', '10/26/2018'), ('5 star rating', '10/20/2018'), ('5 star rating', '9/24/2018')]",Cyclo | Vietnamese & Chinese Cuisine,https://www.yelp.com/biz/cyclo-austin?osq=japanese&sort_by=date_desc
"3706 Jefferson St, Austin, TX 78731",3.0,"{'Mon': '11:00 am - 10:00 pm', 'Tue': '11:00 am - 10:00 pm', 'Wed': '11:00 am - 10:00 pm', 'Thu': '11:00 am - 10:00 pm', 'Fri': '11:00 am - 10:00 pm', 'Sat': '12:00 pm - 10:00 pm', 'Sun': '5:00 pm - 10:00 pm'}","Chinese,Sushi Bars,Asian Fusion","{'Delivery': True, 'Takeout': True}",Powered by HDScores,Elite '2020,japanese,"Austin, TX",108,(512) 454-3228,$$,"[('1 star rating', '3/27/2020'), ('5 star rating', '9/29/2019'), ('1 star rating', '8/26/2019'), ('4 star rating', '4/29/2019'), ('3 star rating', '2/28/2019'), ('5 star rating', '2/12/2019'), ('5 star rating', '1/24/2019'), ('1 star rating', '1/1/2019'), ('1 star rating', '12/7/2018'), ('1 star rating', '12/6/2018'), ('1 star rating', '9/21/2018'), ('3 star rating', '8/9/2018'), ('2 star rating', '8/7/2018'), ('4 star rating', '8/5/2018'), ('2 star rating', '6/26/2018'), ('2 star rating', '6/15/2018'), ('1 star rating', '6/11/2018'), ('1 star rating', '5/4/2018'), ('5 star rating', '4/5/2018')]",Spicy Szechuan,https://www.yelp.com/biz/spicy-szechuan-austin?osq=japanese&sort_by=date_desc
"823 Congress Ave, Austin, TX 78701",4.0,"{'Mon': '7:00 am - 2:00 pm', 'Tue': '7:00 am - 2:00 pm', 'Wed': '7:00 am - 2:00 pm', 'Thu': '7:00 am - 2:00 pm', 'Fri': '7:00 am - 2:00 pm', 'Sat': 'Closed', 'Sun': 'Closed'}","Korean,Food Trucks,Barbeque","{'Delivery': False, 'Takeout': True, 'Curbside pickup': False}",By Juli T.,Elite '2020,japanese,"Austin, TX",720,(512) 593-6290,$,"[('5 star rating', '6/2/2020'), ('5 star rating', '2/19/2020'), ('4 star rating', '2/10/2020'), ('5 star rating', '1/13/2020'), ('2 star rating', '11/14/2019'), ('5 star rating', '11/5/2019'), ('4 star rating', '5/11/2019'), ('4 star rating', '4/22/2019'), ('4 star rating', '4/6/2019'), ('5 star rating', '3/23/2019'), ('5 star rating', '8/31/2017'), ('5 star rating', '3/22/2019'), ('5 star rating', '3/12/2019'), ('5 star rating', '3/1/2019'), ('5 star rating', '1/31/2019'), ('5 star rating', '1/16/2019'), ('5 star rating', '12/2/2018'), ('5 star rating', '11/20/2018'), ('4 star rating', '11/6/2018'), ('4 star rating', '10/13/2018')]",Chi'Lantro,https://www.yelp.com/biz/chilantro-austin?osq=japanese&sort_by=date_desc
"11301 Lakeline Blvd, Austin, TX 78717",4.0,{},"Barbeque,Asian Fusion","{'Delivery': True, 'Takeout': True}",Powered by HDScores,Elite '2020,japanese,"Austin, TX",37,,,"[('5 star rating', '5/30/2020'), ('4 star rating', '1/29/2020'), ('4 star rating', '1/27/2020'), ('5 star rating', '1/19/2020'), ('4 star rating', '1/3/2020'), ('4 star rating', '12/27/2019'), ('3 star rating', '11/25/2019'), ('4 star rating', '11/21/2019'), ('4 star rating', '11/10/2019'), ('5 star rating', '10/21/2019'), ('5 star rating', '9/2/2019'), ('5 star rating', '9/1/2019'), ('5 star rating', '7/16/2019'), ('2 star rating', '6/30/2019'), ('4 star rating', '6/20/2019'), ('3 star rating', '5/24/2019'), ('5 star rating', '5/6/2019'), ('4 star rating', '4/11/2019'), ('5 star rating', '4/2/2019')]",Sogongdong Tofu & BBQ,https://www.yelp.com/biz/sogongdong-tofu-and-bbq-austin-4?osq=japanese&sort_by=date_desc
"1701 E Cesar Chavez St, Ste B, Austin, TX 78702",4.5,"{'Mon': '11:00 am - 10:00 pm', 'Tue': '11:00 am - 10:00 pm', 'Wed': '11:00 am - 10:00 pm', 'Thu': '11:00 am - 10:00 pm', 'Fri': '11:00 am - 10:00 pm', 'Sat': '11:00 am - 10:00 pm', 'Sun': 'Closed'}","Hot Dogs,Asian Fusion,American (New)","{'Delivery': True, 'Takeout': True, 'Curbside pickup': True}",Powered by HDScores,Elite '2020,japanese,"Austin, TX",121,,$,"[('5 star rating', '7/11/2020'), ('3 star rating', '6/16/2020'), ('3 star rating', '6/3/2020'), ('5 star rating', '6/1/2020'), ('5 star rating', '5/4/2020'), ('5 star rating', '4/17/2020'), ('5 star rating', '3/21/2020'), ('5 star rating', '3/8/2020'), ('2 star rating', '3/1/2020'), ('3 star rating', '2/25/2020'), ('5 star rating', '11/22/2019'), ('4 star rating', '11/22/2019'), ('5 star rating', '10/29/2019'), ('5 star rating', '10/29/2019'), ('3 star rating', '10/25/2019'), ('2 star rating', '10/12/2019'), ('5 star rating', '9/28/2019'), ('5 star rating', '9/3/2019'), ('5 star rating', '8/23/2019')]",Mission Dogs,https://www.yelp.com/biz/mission-dogs-austin-2?osq=japanese&sort_by=date_desc
"201 University Oaks, Ste 1290, Round Rock, TX 78665",5.0,"{'Mon': '11:00 am - 2:30 pm', 'Tue': '11:00 am - 2:30 pm', 'Wed': '11:00 am - 2:30 pm', 'Thu': '11:00 am - 2:30 pm', 'Fri': '11:00 am - 2:30 pm', 'Sat': '11:00 am - 10:15 pm', 'Sun': '3:00 pm - 9:45 pm'}",Japanese,"{'Outdoor seating': False, 'Takeout': True}",By Linda L.,Elite '2020,japanese,"Austin, TX",115,(512) 580-0085,$$,"[('5 star rating', '7/22/2020'), ('5 star rating', '7/22/2020'), ('5 star rating', '7/12/2020'), ('5 star rating', '7/11/2020'), ('5 star rating', '7/1/2020'), ('4 star rating', '6/15/2020'), ('5 star rating', '6/27/2020'), ('5 star rating', '6/26/2020'), ('4 star rating', '6/24/2020'), ('5 star rating', '4/26/2020'), ('5 star rating', '6/20/2020'), ('5 star rating', '6/20/2020'), ('5 star rating', '6/19/2020'), ('4 star rating', '6/16/2020'), ('5 star rating', '6/15/2020'), ('5 star rating', '6/9/2020'), ('5 star rating', '6/9/2020'), ('5 star rating', '6/8/2020'), ('4 star rating', '5/28/2020'), ('5 star rating', '5/23/2020'), ('4 star rating', '1/23/2020'), ('5 star rating', '5/21/2020')]",Sushi Koen,https://www.yelp.com/biz/sushi-koen-round-rock?osq=japanese&sort_by=date_desc
"3210 Esperanza Xing, Ste 130, Austin, TX 78758",3.5,"{'Mon': '11:00 am - 9:00 pm', 'Tue': '11:00 am - 9:00 pm', 'Wed': '11:00 am - 9:00 pm', 'Thu': '11:00 am - 9:00 pm', 'Fri': '11:00 am - 10:00 pm', 'Sat': '11:00 am - 10:00 pm', 'Sun': '11:00 am - 9:00 pm'}",Ramen,"{'Outdoor seating': True, 'Takeout': True, 'Sit-down dining': True}","Posted on May 6, 2020","""At JINYA Ramen Bar the health and safety of our guests and team members is our top priority. With the COVID-19 information rapidly evolving we are doing our best to follow the advice and mandates from Federal, State and local government officials as well as the Center for…""",japanese,"Austin, TX",739,(512) 829-7779,$$,"[('3 star rating', '7/23/2020'), ('3 star rating', '7/20/2020'), ('3 star rating', '7/8/2020'), ('5 star rating', '7/8/2020'), ('4 star rating', '6/28/2020'), ('5 star rating', '6/1/2020'), ('2 star rating', '5/25/2020'), ('5 star rating', '5/23/2020'), ('4 star rating', '5/21/2020'), ('4 star rating', '1/11/2020'), ('4 star rating', '5/14/2020'), ('5 star rating', '5/12/2020'), ('2 star rating', '3/21/2020'), ('4 star rating', '3/16/2020'), ('1 star rating', '3/15/2020'), ('4 star rating', '3/11/2020'), ('5 star rating', '3/11/2020'), ('5 star rating', '3/8/2020'), ('3 star rating', '3/7/2020'), ('1 star rating', '2/28/2020')]",JINYA Ramen Bar,https://www.yelp.com/biz/jinya-ramen-bar-austin?osq=japanese&sort_by=date_desc
"12636 Research Blvd, Ste C101, Austin, TX 78759",4.0,"{'Mon': 'Closed', 'Tue': '11:00 am - 2:00 pm', 'Wed': '11:00 am - 2:00 pm', 'Thu': '11:00 am - 2:00 pm', 'Fri': '11:00 am - 2:00 pm', 'Sat': '11:00 am - 9:30 pm', 'Sun': '12:00 pm - 9:00 pm'}",Ramen,"{'Delivery': True, 'Takeout': True, 'Curbside pickup': True}",Powered by HDScores,Elite '2020,japanese,"Austin, TX",264,(512) 250-8400,$$,"[('5 star rating', '6/23/2020'), ('5 star rating', '6/1/2020'), ('3 star rating', '5/25/2020'), ('5 star rating', '4/16/2020'), ('5 star rating', '4/12/2020'), ('5 star rating', '2/28/2020'), ('1 star rating', '2/24/2020'), ('4 star rating', '2/21/2020'), ('5 star rating', '2/21/2020'), ('4 star rating', '4/1/2018'), ('4 star rating', '2/5/2020'), ('3 star rating', '1/12/2020'), ('4 star rating', '12/29/2019'), ('3 star rating', '12/28/2019'), ('2 star rating', '12/26/2019'), ('5 star rating', '12/19/2019'), ('4 star rating', '11/13/2019'), ('3 star rating', '12/19/2019'), ('5 star rating', '12/15/2019'), ('3 star rating', '12/11/2019'), ('4 star rating', '11/2/2019')]",Kanji Ramen,https://www.yelp.com/biz/kanji-ramen-austin?osq=japanese&sort_by=date_desc
"13492 Research Blvd, Ste 160, Austin, TX 78750",4.0,"{'Mon': '11:00 am - 10:00 pm', 'Tue': '11:00 am - 10:00 pm', 'Wed': '11:00 am - 10:00 pm', 'Thu': '11:00 am - 10:00 pm', 'Fri': '11:00 am - 10:30 pm', 'Sat': '12:00 pm - 10:30 pm', 'Sun': 'Closed'}","Japanese,Sushi Bars,Korean","{'Takeout': True, 'Curbside pickup': True}",Powered by HDScores,Elite '2020,japanese,"Austin, TX",283,(512) 918-8012,$$,"[('5 star rating', '5/15/2020'), ('3 star rating', '4/1/2020'), ('4 star rating', '3/1/2020'), ('1 star rating', '2/20/2020'), ('1 star rating', '1/17/2020'), ('5 star rating', '12/30/2019'), ('3 star rating', '12/6/2019'), ('5 star rating', '11/21/2019'), ('3 star rating', '11/21/2019'), ('5 star rating', '10/12/2019'), ('4 star rating', '9/4/2019'), ('1 star rating', '7/10/2019'), ('4 star rating', '6/21/2019'), ('4 star rating', '6/11/2019'), ('5 star rating', '5/15/2019'), ('5 star rating', '4/13/2019'), ('5 star rating', '2/13/2019'), ('3 star rating', '1/30/2019'), ('4 star rating', '1/27/2019')]",Osaka Mansun Restaurant,https://www.yelp.com/biz/osaka-mansun-restaurant-austin-3?osq=japanese&sort_by=date_desc
"2422 Ranch Road 620 S, Ste A100, Austin, TX 78738",4.0,"{'Mon': '11:00 am - 8:30 pm', 'Tue': '11:00 am - 8:30 pm', 'Wed': '11:00 am - 8:30 pm', 'Thu': '11:00 am - 8:30 pm', 'Fri': '11:00 am - 8:30 pm', 'Sat': '12:00 pm - 9:00 pm', 'Sun': '3:00 pm - 8:00 pm'}","Sushi Bars,Japanese,Gluten-Free","{'Drive-thru': True, 'Delivery': True, 'Takeout': True, 'Sit-down dining': True, 'Curbside pickup': True}",By Steffen C.,Elite '2020,japanese,"Austin, TX",160,(512) 263-0400,$$,"[('4 star rating', '7/19/2020'), ('2 star rating', '6/11/2020'), ('5 star rating', '3/30/2020'), ('5 star rating', '3/27/2020'), ('5 star rating', '3/19/2020'), ('5 star rating', '4/22/2019'), ('5 star rating', '5/11/2013'), ('5 star rating', '3/2/2020'), ('1 star rating', '2/18/2020'), ('5 star rating', '2/17/2020'), ('1 star rating', '10/18/2019'), ('5 star rating', '8/25/2019'), ('5 star rating', '7/18/2019'), ('5 star rating', '6/29/2019'), ('4 star rating', '6/1/2019'), ('5 star rating', '5/13/2019'), ('3 star rating', '5/11/2019'), ('5 star rating', '4/26/2019'), ('2 star rating', '4/19/2019'), ('1 star rating', '3/14/2019'), ('3 star rating', '1/26/2019')]",Cho Sushi Japanese Fusion,https://www.yelp.com/biz/cho-sushi-japanese-fusion-austin-3?osq=japanese&sort_by=date_desc
