address,avg_rating,business_hours,category,covid_services,covid_update_time,covid_updates_text,cuisine,location,num_reviews,phone_num,price_range,recent_reviews,restaurant_name,url
"1283 9th Ave, San Francisco, CA 94122",4.0,"{'Mon': 'Closed', 'Tue': 'Closed', 'Wed': '11:00 am - 6:00 pm', 'Thu': '11:00 am - 6:00 pm', 'Fri': '11:00 am - 6:00 pm', 'Sat': '11:00 am - 6:00 pm', 'Sun': 'Closed'}","Sushi Bars,Japanese",{'Takeout': True},"Posted on May 27, 2020","""We are currently open for TAKEOUT only on Weds-Sat from 11am-6pm.  Please know, due to volume, orders may take up to 90 minutes.  Please review your email verifications or call the restaurant.  Also, social distancing is required as per SF mandates inside and outside of t…""",japanese,"San Francisco, CA",1804,(415) 566-1770,$$,"[('5 star rating', '7/22/2020'), ('4 star rating', '7/19/2020'), ('5 star rating', '7/15/2020'), ('5 star rating', '7/3/2020'), ('5 star rating', '6/25/2020'), ('5 star rating', '6/24/2020'), ('4 star rating', '6/23/2020'), ('3 star rating', '6/5/2020'), ('5 star rating', '5/28/2020'), ('4 star rating', '5/28/2020'), ('1 star rating', '5/27/2020'), ('3 star rating', '5/16/2020'), ('4 star rating', '11/29/2019'), ('3 star rating', '1/3/2017'), ('5 star rating', '5/7/2020'), ('5 star rating', '5/3/2020'), ('5 star rating', '4/27/2020'), ('4 star rating', '4/9/2020'), ('5 star rating', '3/3/2020'), ('2 star rating', '3/2/2020'), ('4 star rating', '3/1/2020')]",Ebisu,https://www.yelp.com/biz/ebisu-san-francisco?osq=japanese&sort_by=date_desc
"2450 Clement St, San Francisco, CA 94121",4.0,"{'Mon': '4:00 pm - 8:30 pm', 'Tue': 'Closed', 'Wed': '4:00 pm - 8:30 pm', 'Thu': '4:00 pm - 8:30 pm', 'Fri': '4:00 pm - 8:30 pm', 'Sat': '4:00 pm - 8:30 pm', 'Sun': '4:00 pm - 8:30 pm'}","Japanese,Sushi Bars","{'Delivery': True, 'Takeout': True}","Posted on April 26, 2020","""Sorry to keep you waiting. We finally finished setting up our backend to resume business on May 1st. Take out and delivery will be available on Grubhub, Uber Eats, DoorDash,  and Postmates. We look forward to serving you again.

P. S. Your welcome to call in your order as…""",japanese,"San Francisco, CA",508,(415) 386-8008,$$,"[('5 star rating', '7/4/2020'), ('5 star rating', '7/2/2020'), ('4 star rating', '6/18/2020'), ('5 star rating', '5/15/2020'), ('5 star rating', '3/6/2020'), ('4 star rating', '3/2/2020'), ('5 star rating', '2/19/2020'), ('5 star rating', '2/1/2020'), ('5 star rating', '1/23/2020'), ('2 star rating', '1/8/2020'), ('4 star rating', '1/7/2020'), ('4 star rating', '11/28/2019'), ('5 star rating', '11/25/2019'), ('5 star rating', '11/8/2019'), ('4 star rating', '10/26/2019'), ('5 star rating', '10/9/2019'), ('4 star rating', '10/9/2019'), ('5 star rating', '10/2/2019'), ('3 star rating', '9/19/2019')]",Daigo Sushi,https://www.yelp.com/biz/daigo-sushi-san-francisco?osq=japanese&sort_by=date_desc
"310 Linden Ave, South San Francisco, CA 94080",4.0,"{'Mon': '11:30 am - 2:30 pm', 'Tue': '11:30 am - 2:30 pm', 'Wed': '11:30 am - 2:30 pm', 'Thu': '11:30 am - 2:30 pm', 'Fri': '11:30 am - 2:30 pm', 'Sat': '11:30 am - 2:30 pm', 'Sun': '11:30 am - 2:30 pm'}","Sushi Bars,Japanese","{'Delivery': True, 'Takeout': True}",Powered by HDScores,Elite '2020,japanese,"San Francisco, CA",710,(650) 873-1084,$$,"[('1 star rating', '7/16/2020'), ('5 star rating', '7/16/2020'), ('4 star rating', '7/9/2020'), ('5 star rating', '7/4/2020'), ('5 star rating', '6/22/2020'), ('5 star rating', '6/13/2020'), ('5 star rating', '6/9/2020'), ('4 star rating', '6/2/2020'), ('2 star rating', '6/1/2020'), ('4 star rating', '5/15/2020'), ('4 star rating', '5/13/2020'), ('1 star rating', '5/10/2020'), ('1 star rating', '5/10/2020'), ('1 star rating', '5/10/2020'), ('1 star rating', '5/10/2020'), ('1 star rating', '5/5/2020'), ('1 star rating', '4/25/2020'), ('3 star rating', '4/18/2020'), ('5 star rating', '4/5/2020')]",Amami San Sushi,https://www.yelp.com/biz/amami-san-sushi-south-san-francisco?osq=japanese&sort_by=date_desc
"307 Kearny St, Ste 204, San Francisco, CA 94108",4.0,"{'Mon': '11:00 am - 7:00 pm', 'Tue': '11:00 am - 7:00 pm', 'Wed': '11:00 am - 7:00 pm', 'Thu': '11:00 am - 7:00 pm', 'Fri': '11:00 am - 6:00 pm', 'Sat': 'Closed', 'Sun': 'Closed'}",Japanese Curry,"{'Outdoor seating': True, 'Delivery': True, 'Takeout': True}",Powered by HDScores,Elite '2020,japanese,"San Francisco, CA",1722,(415) 773-1101,$$,"[('2 star rating', '7/16/2020'), ('5 star rating', '6/12/2020'), ('2 star rating', '6/12/2020'), ('4 star rating', '6/10/2020'), ('2 star rating', '5/22/2020'), ('5 star rating', '4/9/2020'), ('5 star rating', '3/20/2020'), ('4 star rating', '3/14/2020'), ('4 star rating', '3/10/2020'), ('5 star rating', '3/5/2020'), ('5 star rating', '2/28/2020'), ('4 star rating', '2/28/2020'), ('4 star rating', '2/28/2020'), ('5 star rating', '2/27/2020'), ('5 star rating', '1/24/2020'), ('5 star rating', '1/19/2020'), ('4 star rating', '1/14/2020'), ('4 star rating', '1/3/2020'), ('4 star rating', '1/2/2020')]",Muracci's Japanese Curry & Grill,https://www.yelp.com/biz/muraccis-japanese-curry-and-grill-san-francisco?osq=japanese&sort_by=date_desc
"3409 Geary Blvd, San Francisco, CA 94118",4.0,"{'Mon': '11:30 am - 2:30 pm', 'Tue': '11:30 am - 2:30 pm', 'Wed': '11:30 am - 2:30 pm', 'Thu': '11:30 am - 2:30 pm', 'Fri': '11:30 am - 2:30 pm', 'Sat': '12:00 pm - 3:00 pm', 'Sun': '12:00 pm - 3:00 pm'}","Sushi Bars,Ramen,Izakaya","{'Delivery': True, 'Takeout': True}","Posted on June 7, 2020","""We are currently open for TAKE OUT,We offer LUNCH SPECIALS  Monday to Friday 11:30am to 2:30pm and HAPPY HOURS 4:30pm to 6:00pm every day!CALL NOW!               THANK YOU  for your support our business  ! STAY SAFE!""",japanese,"San Francisco, CA",768,(415) 742-4309,$$,"[('5 star rating', '7/20/2020'), ('5 star rating', '7/20/2020'), ('5 star rating', '7/15/2020'), ('5 star rating', '7/11/2020'), ('5 star rating', '7/9/2020'), ('5 star rating', '7/3/2020'), ('5 star rating', '7/9/2020'), ('1 star rating', '7/2/2020'), ('5 star rating', '6/29/2020'), ('5 star rating', '6/25/2020'), ('4 star rating', '6/17/2020'), ('5 star rating', '6/15/2020'), ('4 star rating', '5/27/2020'), ('5 star rating', '5/21/2020'), ('5 star rating', '5/10/2020'), ('5 star rating', '5/8/2020'), ('2 star rating', '3/6/2020'), ('5 star rating', '3/6/2020'), ('2 star rating', '3/6/2020'), ('4 star rating', '2/15/2020')]",Kaiju Eats Ramen and Izakaya,https://www.yelp.com/biz/kaiju-eats-ramen-and-izakaya-san-francisco-3?osq=japanese&sort_by=date_desc
"524 Castro St, San Francisco, CA 94114",4.0,"{'Mon': '3:00 pm - 9:00 pm', 'Tue': '3:00 pm - 9:00 pm', 'Wed': '3:00 pm - 9:00 pm', 'Thu': '3:00 pm - 9:00 pm', 'Fri': '12:00 pm - 9:00 pm', 'Sat': '12:00 pm - 9:00 pm', 'Sun': '12:00 pm - 9:00 pm'}","Sushi Bars,Japanese","{'Delivery': True, 'Takeout': True}","Posted on April 23, 2020","""Dear customers, we are open from 3-9 pm through Monday to Thursday,12-9pm from Friday to Sunday now. We would love to offer you good food for pick up and delivery and let’s get through this difficult time together. Thank you for your support and love our community. ;)""",japanese,"San Francisco, CA",461,(415) 701-0082,$$,"[('3 star rating', '7/13/2020'), ('1 star rating', '7/6/2020'), ('5 star rating', '6/13/2020'), ('5 star rating', '4/12/2020'), ('5 star rating', '2/25/2020'), ('2 star rating', '2/19/2020'), ('2 star rating', '2/14/2020'), ('3 star rating', '2/14/2020'), ('1 star rating', '1/17/2020'), ('5 star rating', '12/21/2019'), ('4 star rating', '8/2/2018'), ('4 star rating', '11/11/2019'), ('5 star rating', '11/3/2019'), ('5 star rating', '10/22/2019'), ('5 star rating', '9/8/2019'), ('4 star rating', '9/1/2019'), ('2 star rating', '8/24/2019'), ('5 star rating', '8/12/2019'), ('5 star rating', '7/25/2019'), ('5 star rating', '6/29/2019'), ('5 star rating', '6/21/2019')]",Wasabi Bistro,https://www.yelp.com/biz/wasabi-bistro-san-francisco?osq=japanese&sort_by=date_desc
"312 8th Ave, San Francisco, CA 94118",4.0,"{'Mon': 'Closed', 'Tue': '5:00 pm - 10:00 pm', 'Wed': '5:00 pm - 10:00 pm', 'Thu': '5:00 pm - 10:00 pm', 'Fri': '5:00 pm - 11:00 pm', 'Sat': '5:00 pm - 11:00 pm', 'Sun': 'Closed'}","Tapas Bars,Izakaya","{'Delivery': True, 'Takeout': True}",Powered by HDScores,Elite '2020,japanese,"San Francisco, CA",883,(415) 221-9165,$$,"[('5 star rating', '6/12/2020'), ('4 star rating', '6/12/2020'), ('5 star rating', '3/13/2020'), ('5 star rating', '2/22/2020'), ('5 star rating', '2/20/2020'), ('4 star rating', '2/16/2020'), ('4 star rating', '2/14/2020'), ('4 star rating', '1/18/2020'), ('5 star rating', '12/25/2019'), ('5 star rating', '12/20/2019'), ('5 star rating', '12/19/2019'), ('5 star rating', '12/12/2019'), ('5 star rating', '11/14/2019'), ('5 star rating', '10/24/2019'), ('5 star rating', '10/20/2019'), ('5 star rating', '10/10/2019'), ('4 star rating', '10/8/2019'), ('5 star rating', '10/6/2019'), ('5 star rating', '9/26/2019')]",Halu,https://www.yelp.com/biz/halu-san-francisco?osq=japanese&sort_by=date_desc
"236 Townsend St, San Francisco, CA 94107",4.5,"{'Mon': 'Closed', 'Tue': '10:00 am - 7:30 pm', 'Wed': '10:00 am - 7:30 pm', 'Thu': '10:00 am - 7:30 pm', 'Fri': '10:00 am - 7:30 pm', 'Sat': '10:00 am - 3:30 pm', 'Sun': 'Closed'}","Japanese,Cafes","{'Outdoor seating': True, 'Delivery': True, 'Takeout': True}","Posted on June 1, 2020","""We are currently open Tues-Sat from 10am on serving breakfast, lunch and dinner.
Follow us on ig: @cafeokawarisf for weekly updates
Thank you for supporting small business!
We also have a gofundme page, link below
www.gofundme.com/f/reopen-cafe-okawari-and-hire-back-its-t…""",japanese,"San Francisco, CA",89,(415) 801-5927,$$,"[('5 star rating', '7/21/2020'), ('5 star rating', '7/15/2020'), ('5 star rating', '6/30/2020'), ('5 star rating', '6/28/2020'), ('5 star rating', '6/26/2020'), ('4 star rating', '6/26/2020'), ('3 star rating', '6/25/2020'), ('5 star rating', '6/23/2020'), ('4 star rating', '6/21/2020'), ('3 star rating', '6/18/2020'), ('5 star rating', '6/17/2020'), ('5 star rating', '6/11/2020'), ('4 star rating', '6/5/2020'), ('4 star rating', '5/11/2020'), ('4 star rating', '3/24/2020'), ('5 star rating', '3/1/2020'), ('4 star rating', '2/22/2020'), ('5 star rating', '2/14/2020'), ('5 star rating', '2/10/2020')]",Cafe Okawari,https://www.yelp.com/biz/cafe-okawari-san-francisco?osq=japanese&sort_by=date_desc
"3727 Geary Blvd, San Francisco, CA 94118",4.5,"{'Mon': '11:00 am - 3:00 pm', 'Tue': 'Closed', 'Wed': '11:00 am - 3:00 pm', 'Thu': '11:00 am - 3:00 pm', 'Fri': '11:00 am - 3:00 pm', 'Sat': '11:00 am - 3:00 pm', 'Sun': '11:00 am - 3:00 pm'}","Japanese,Sushi Bars","{'Delivery': True, 'Takeout': True}",Powered by HDScores,Elite '2020,japanese,"San Francisco, CA",117,(415) 221-9811,$$,"[('5 star rating', '7/15/2020'), ('5 star rating', '7/15/2020'), ('5 star rating', '7/14/2020'), ('2 star rating', '11/30/2018'), ('5 star rating', '7/11/2020'), ('5 star rating', '7/10/2020'), ('5 star rating', '7/8/2020'), ('5 star rating', '6/21/2020'), ('5 star rating', '6/20/2020'), ('5 star rating', '6/19/2020'), ('5 star rating', '4/27/2018'), ('3 star rating', '6/19/2020'), ('5 star rating', '6/10/2020'), ('5 star rating', '5/30/2020'), ('5 star rating', '5/29/2020'), ('5 star rating', '5/28/2020'), ('5 star rating', '5/18/2020'), ('5 star rating', '5/18/2020'), ('5 star rating', '5/14/2020'), ('5 star rating', '5/3/2020'), ('5 star rating', '4/29/2020'), ('5 star rating', '4/24/2020')]",Toyama Sushi,https://www.yelp.com/biz/toyama-sushi-san-francisco-2?osq=japanese&sort_by=date_desc
"312 El Camino Real, San Bruno, CA 94066",4.5,"{'Mon': '11:30 am - 2:30 pm', 'Tue': '11:30 am - 2:30 pm', 'Wed': '11:30 am - 2:30 pm', 'Thu': '11:30 am - 2:30 pm', 'Fri': '11:30 am - 2:30 pm', 'Sat': '11:30 am - 2:30 pm', 'Sun': '11:30 am - 2:30 pm'}","Sushi Bars,Japanese,Seafood","{'Delivery': True, 'Takeout': True}",Powered by HDScores,Elite '2020,japanese,"San Francisco, CA",288,(650) 869-6088,,"[('5 star rating', '7/22/2020'), ('5 star rating', '7/18/2020'), ('5 star rating', '7/17/2020'), ('5 star rating', '6/28/2020'), ('2 star rating', '6/22/2020'), ('5 star rating', '6/15/2020'), ('5 star rating', '6/13/2020'), ('1 star rating', '6/12/2020'), ('3 star rating', '5/28/2020'), ('4 star rating', '5/24/2020'), ('5 star rating', '4/15/2020'), ('4 star rating', '3/14/2020'), ('4 star rating', '3/13/2020'), ('5 star rating', '3/13/2020'), ('4 star rating', '2/29/2020'), ('5 star rating', '2/29/2020'), ('5 star rating', '5/5/2019'), ('5 star rating', '2/27/2020'), ('5 star rating', '2/26/2020'), ('5 star rating', '2/22/2020')]",Amami Sushi Bistro,https://www.yelp.com/biz/amami-sushi-bistro-san-bruno-4?osq=japanese&sort_by=date_desc
